Indicador ;Área;Regimen ;Número casos Hombre;Número casos Mujer;Población  encuestada Hombre;Población  encuestada Mujer;Año
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Subsidiado ;2;11;82;210;2015
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;No asegurado ;0;1;14;24;2015
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Especial;0;4;33;68;2015
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;No reporta;2;3;10;17;2015
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Contributivo;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Subsidiado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;No asegurado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Especial;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Contributivo;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Subsidiado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;No asegurado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Especial;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Contributivo;8;13;76;97;2016
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Subsidiado ;0;0;10;16;2016
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;No asegurado ;1;1;9;5;2016
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Especial;0;0;1;6;2016
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Contributivo;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Subsidiado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;No asegurado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Especial;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Contributivo;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Subsidiado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Usme;No asegurado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Especial;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Usme;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Contributivo;15;36;46;90;2016
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Subsidiado ;11;25;29;90;2016
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;No asegurado ;3;2;6;6;2016
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Especial;0;5;2;11;2016
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Contributivo;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Subsidiado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;No asegurado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Especial;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Contributivo;2;9;24;39;2016
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Subsidiado ;0;2;1;12;2016
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;No asegurado ;1;0;3;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Especial;0;0;1;4;2016
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Contributivo;11;32;40;118;2016
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Subsidiado ;3;11;11;43;2016
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;No asegurado ;1;2;1;5;2016
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Especial;2;3;10;12;2016
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Contributivo;7;5;32;23;2016
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Subsidiado ;2;3;7;9;2016
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;No asegurado ;0;0;3;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Especial;0;0;1;4;2016
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Contributivo;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Subsidiado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Suba;No asegurado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Especial;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Suba;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Contributivo;5;2;60;95;2016
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Subsidiado ;1;4;23;57;2016
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;No asegurado ;0;0;0;1;2016
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Especial;0;0;1;4;2016
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Contributivo;14;18;82;103;2016
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Subsidiado ;0;0;1;3;2016
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;No asegurado ;0;0;0;1;2016
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Especial;1;0;5;5;2016
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Contributivo;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Subsidiado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;No asegurado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Especial;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Contributivo;10;25;19;73;2016
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Subsidiado ;0;3;3;6;2016
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;No asegurado ;1;1;1;1;2016
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Especial;2;2;4;3;2016
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Contributivo;0;5;16;40;2016
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Subsidiado ;1;1;9;14;2016
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;No asegurado ;0;0;1;2;2016
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Especial;0;1;1;2;2016
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Contributivo;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Subsidiado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;No asegurado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Especial;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Contributivo;10;35;37;116;2016
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Subsidiado ;3;5;10;23;2016
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;No asegurado ;0;1;3;3;2016
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Especial;2;1;4;3;2016
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Contributivo;6;9;11;22;2016
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Subsidiado ;3;9;6;16;2016
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;No asegurado ;2;1;2;3;2016
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Especial;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Contributivo;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Subsidiado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;No asegurado ;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Especial;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Contributivo;88;189;443;816;2016
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Subsidiado ;24;63;110;289;2016
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;No asegurado ;9;8;29;27;2016
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Especial;7;12;30;54;2016
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;No reporta;0;0;0;0;2016
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Contributivo;13;31;50;89;2017
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Subsidiado ;1;2;6;10;2017
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;No asegurado ;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Especial;1;0;4;6;2017
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Contributivo;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Subsidiado ;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;No asegurado ;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Especial;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Contributivo;3;10;16;48;2017
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Subsidiado ;2;0;4;11;2017
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;No asegurado ;0;0;3;1;2017
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Especial;0;0;1;1;2017
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Contributivo;5;10;30;48;2017
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Subsidiado ;1;1;2;6;2017
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;No asegurado ;0;0;5;3;2017
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Especial;0;1;3;12;2017
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Contributivo;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Subsidiado ;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Usme;No asegurado ;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Especial;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Usme;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Contributivo;10;20;26;45;2017
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Subsidiado ;1;13;8;22;2017
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;No asegurado ;0;2;4;4;2017
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Especial;0;1;0;2;2017
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Contributivo;5;24;22;68;2017
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Subsidiado ;0;3;4;15;2017
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;No asegurado ;1;1;2;7;2017
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Especial;0;0;1;1;2017
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Contributivo;7;10;21;47;2017
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Subsidiado ;0;7;6;22;2017
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;No asegurado ;0;0;1;1;2017
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Especial;7;9;15;30;2017
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Contributivo;12;33;54;136;2017
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Subsidiado ;5;10;17;34;2017
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;No asegurado ;1;3;3;11;2017
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Especial;0;1;1;9;2017
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Contributivo;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Subsidiado ;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;No asegurado ;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Especial;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Contributivo;7;13;17;35;2017
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Subsidiado ;0;1;4;4;2017
Prevalencia de somnolencia en población de 18 a 64 años;Suba;No asegurado ;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Especial;1;0;1;1;2017
Prevalencia de somnolencia en población de 18 a 64 años;Suba;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Contributivo;8;9;81;101;2017
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Subsidiado ;0;0;7;13;2017
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;No asegurado ;0;1;9;4;2017
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Especial;0;0;4;3;2017
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Contributivo;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Subsidiado ;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;No asegurado ;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Especial;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Contributivo;5;11;29;79;2017
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Subsidiado ;1;1;3;9;2017
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;No asegurado ;0;2;4;6;2017
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Especial;0;0;3;2;2017
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;No reporta;0;0;0;0;2017
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Contributivo;3;3;30;38;2017
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Subsidiado ;0;3;7;16;2017
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;No asegurado ;1;0;5;2;2017
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Especial;0;0;2;5;2017
