Indicador;Área;Régimen;Hombres con presencia del evento;Mujeres con presencia del evento;Hombres encuestado;Mujeres encuestada;Año
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Subsidiado ;3;5;37;39;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;No asegurado ;0;0;3;4;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Especial;0;0;6;4;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Contributivo;16;12;133;126;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Subsidiado ;11;10;76;86;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;No asegurado ;0;2;10;10;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Especial;1;1;5;5;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Contributivo;144;133;1610;1666;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Subsidiado ;62;43;619;535;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;No asegurado ;6;7;71;74;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Especial;8;8;74;71;2020
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;Contributivo;0;1;43;55;2021
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;Subsidiado ;0;0;17;15;2021
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;No asegurado ;0;0;0;0;2021
Prevalencia de sibilancia en niños menores de 5 años;Usaquén;Especial;0;0;0;0;2021
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;Contributivo;3;0;36;30;2021
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;Subsidiado ;1;0;17;17;2021
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;No asegurado ;0;0;0;1;2021
Prevalencia de sibilancia en niños menores de 5 años;Chapinero;Especial;0;0;1;2;2021
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;Contributivo;1;1;29;28;2021
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;Subsidiado ;2;0;33;19;2021
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;No asegurado ;0;0;0;1;2021
Prevalencia de sibilancia en niños menores de 5 años;Santa Fe;Especial;1;0;2;2;2021
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;Contributivo;3;0;63;55;2021
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;Subsidiado ;1;1;19;24;2021
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;No asegurado ;0;1;2;1;2021
Prevalencia de sibilancia en niños menores de 5 años;San Cristóbal;Especial;0;0;2;5;2021
Prevalencia de sibilancia en niños menores de 5 años;Usme;Contributivo;4;3;89;62;2021
Prevalencia de sibilancia en niños menores de 5 años;Usme;Subsidiado ;0;0;40;26;2021
Prevalencia de sibilancia en niños menores de 5 años;Usme;No asegurado ;0;0;2;2;2021
Prevalencia de sibilancia en niños menores de 5 años;Usme;Especial;0;0;2;1;2021
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;Contributivo;0;0;50;50;2021
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;Subsidiado ;0;1;16;20;2021
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;No asegurado ;0;0;3;2;2021
Prevalencia de sibilancia en niños menores de 5 años;Tunjuelito;Especial;0;0;3;1;2021
Prevalencia de sibilancia en niños menores de 5 años;Bosa;Contributivo;2;2;137;121;2021
Prevalencia de sibilancia en niños menores de 5 años;Bosa;Subsidiado ;3;0;54;54;2021
Prevalencia de sibilancia en niños menores de 5 años;Bosa;No asegurado ;0;0;0;4;2021
Prevalencia de sibilancia en niños menores de 5 años;Bosa;Especial;0;0;7;8;2021
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;Contributivo;5;2;188;154;2021
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;Subsidiado ;3;0;72;70;2021
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;No asegurado ;0;0;12;10;2021
Prevalencia de sibilancia en niños menores de 5 años;Kennedy;Especial;0;0;8;12;2021
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;Contributivo;0;2;55;60;2021
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;Subsidiado ;0;1;14;19;2021
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;No asegurado ;0;0;1;2;2021
Prevalencia de sibilancia en niños menores de 5 años;Fontibón;Especial;0;0;3;2;2021
Prevalencia de sibilancia en niños menores de 5 años;Engativá;Contributivo;2;1;119;123;2021
Prevalencia de sibilancia en niños menores de 5 años;Engativá;Subsidiado ;0;0;49;38;2021
Prevalencia de sibilancia en niños menores de 5 años;Engativá;No asegurado ;0;0;3;6;2021
Prevalencia de sibilancia en niños menores de 5 años;Engativá;Especial;0;0;4;0;2021
Prevalencia de sibilancia en niños menores de 5 años;Suba;Contributivo;11;7;220;179;2021
Prevalencia de sibilancia en niños menores de 5 años;Suba;Subsidiado ;0;4;50;46;2021
Prevalencia de sibilancia en niños menores de 5 años;Suba;No asegurado ;0;0;7;7;2021
Prevalencia de sibilancia en niños menores de 5 años;Suba;Especial;0;0;3;8;2021
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;Contributivo;1;1;36;28;2021
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;Subsidiado ;0;0;14;17;2021
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;No asegurado ;0;0;2;1;2021
Prevalencia de sibilancia en niños menores de 5 años;Barrios Unidos;Especial;0;0;1;1;2021
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;Contributivo;1;0;47;54;2021
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;Subsidiado ;0;1;6;8;2021
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;No asegurado ;0;0;1;0;2021
Prevalencia de sibilancia en niños menores de 5 años;Teusaquillo;Especial;1;0;2;4;2021
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Contributivo;0;3;30;34;2021
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Subsidiado ;0;0;13;14;2021
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;No asegurado ;0;0;3;2;2021
Prevalencia de sibilancia en niños menores de 5 años;Los Mártires;Especial;0;0;1;5;2021
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Contributivo;1;2;30;41;2021
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Subsidiado ;1;0;14;15;2021
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;No asegurado ;0;0;0;0;2021
Prevalencia de sibilancia en niños menores de 5 años;Antonio Nariño;Especial;0;0;1;2;2021
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Contributivo;0;0;46;35;2021
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Subsidiado ;0;0;7;9;2021
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;No asegurado ;0;0;0;1;2021
Prevalencia de sibilancia en niños menores de 5 años;Puente Aranda;Especial;0;0;1;1;2021
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Contributivo;0;0;21;14;2021
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Subsidiado ;0;0;6;10;2021
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;No asegurado ;0;0;0;0;2021
Prevalencia de sibilancia en niños menores de 5 años;La Candelaria;Especial;0;0;0;1;2021
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Contributivo;6;2;54;39;2021
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Subsidiado ;3;0;30;22;2021
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;No asegurado ;0;0;1;1;2021
Prevalencia de sibilancia en niños menores de 5 años;Rafael Uribe Uribe;Especial;0;0;3;3;2021
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Contributivo;5;4;164;131;2021
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Subsidiado ;8;3;92;79;2021
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;No asegurado ;1;0;3;3;2021
Prevalencia de sibilancia en niños menores de 5 años;Ciudad Bolívar;Especial;0;0;6;3;2021
Prevalencia de sibilancia en niños menores de 5 años;Distrito;Contributivo;45;31;1457;1293;2021
Prevalencia de sibilancia en niños menores de 5 años;Distrito;Subsidiado ;22;11;563;522;2021
Prevalencia de sibilancia en niños menores de 5 años;Distrito;No asegurado ;1;1;40;44;2021
Prevalencia de sibilancia en niños menores de 5 años;Distrito;Especial;2;0;50;61;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Contributivo;0;1;70;48;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Subsidiado ;1;0;16;25;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;No asegurado ;0;0;2;0;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Usaquén;Especial;0;0;1;1;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Contributivo;0;0;30;38;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Subsidiado ;0;0;14;21;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;No asegurado ;0;0;1;0;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Chapinero;Especial;0;0;1;0;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Contributivo;2;0;37;35;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Subsidiado ;0;0;19;18;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;No asegurado ;0;0;3;0;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Santa Fe;Especial;0;0;0;2;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Contributivo;3;0;89;93;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Subsidiado ;2;0;33;32;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;No asegurado ;0;0;2;0;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;San Cristóbal;Especial;0;0;3;4;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Contributivo;1;1;108;101;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Subsidiado ;1;0;57;45;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;No asegurado ;0;0;6;3;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Usme;Especial;0;0;7;5;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;Contributivo;2;1;52;45;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;Subsidiado ;1;0;24;24;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;No asegurado ;0;0;1;2;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Tunjuelito;Especial;0;0;2;2;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;Contributivo;1;0;181;169;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;Subsidiado ;0;0;79;57;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;No asegurado ;0;0;7;7;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Bosa;Especial;0;0;9;4;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;Contributivo;0;1;255;230;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;Subsidiado ;1;0;83;87;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;No asegurado ;0;0;7;4;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Kennedy;Especial;0;0;12;10;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;Contributivo;1;0;77;87;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;Subsidiado ;0;0;21;17;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;No asegurado ;0;0;3;0;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Fontibón;Especial;0;0;2;3;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;Contributivo;3;5;159;155;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;Subsidiado ;1;0;51;54;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;No asegurado ;0;0;3;2;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Engativá;Especial;0;0;3;7;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;Contributivo;10;8;307;272;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;Subsidiado ;2;1;54;58;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;No asegurado ;0;0;7;4;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Suba;Especial;1;0;9;8;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;Contributivo;0;0;41;37;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;Subsidiado ;0;0;9;15;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;No asegurado ;0;0;0;2;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Barrios Unidos;Especial;0;0;0;0;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;Contributivo;0;1;53;58;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;Subsidiado ;0;0;6;4;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;No asegurado ;0;0;1;0;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Teusaquillo;Especial;0;0;2;3;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;Contributivo;1;0;39;31;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;Subsidiado ;0;0;21;23;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;No asegurado ;0;0;0;0;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Los Mártires;Especial;0;0;2;1;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Contributivo;1;0;46;49;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Subsidiado ;0;0;18;11;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;No asegurado ;0;0;1;3;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Antonio Nariño;Especial;0;0;0;1;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Contributivo;0;0;50;37;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Subsidiado ;0;0;8;3;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;No asegurado ;0;0;0;0;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Puente Aranda;Especial;0;0;1;1;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Contributivo;0;0;13;18;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Subsidiado ;0;0;15;5;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;No asegurado ;0;0;0;1;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;La Candelaria;Especial;0;0;0;1;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Contributivo;2;0;80;61;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Subsidiado ;0;1;35;30;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;No asegurado ;0;0;1;4;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Rafael Uribe Uribe;Especial;0;1;3;1;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Contributivo;2;3;186;189;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Subsidiado ;2;2;105;92;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;No asegurado ;0;0;3;5;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Ciudad Bolívar;Especial;0;0;13;11;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Contributivo;29;21;1873;1753;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Subsidiado ;11;4;668;621;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;No asegurado ;0;0;48;37;2021
Prevalencia de sibilancia en niños  de 5 a 14 años;Distrito;Especial;1;1;70;65;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Contributivo;0;1;43;55;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Subsidiado ;1;0;17;15;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;No asegurado ;0;0;0;0;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usaquén;Especial;0;0;0;0;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Contributivo;1;1;36;30;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Subsidiado ;1;0;17;17;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;No asegurado ;0;0;0;1;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Chapinero;Especial;0;0;1;2;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Contributivo;1;0;29;28;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Subsidiado ;1;0;33;19;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;No asegurado ;0;0;0;1;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Santa Fe;Especial;1;0;2;2;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Contributivo;0;1;63;55;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Subsidiado ;1;0;19;24;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;No asegurado ;0;0;2;1;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;San Cristóbal;Especial;0;0;2;5;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Contributivo;3;1;89;62;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Subsidiado ;0;0;40;26;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;No asegurado ;0;0;2;2;2021
Prevalencia de tos seca diferente de gripa en menores de 5 años en Bogotá D.C;Usme;Especial;0;0;2;1;2021
